map_id,K,ith_try,last_step,name1,point1,shield1,alive1,name2,point2,shield2,alive2
Map.txt,50,0,49,TeamThanh,45,False,True,TeamKhoi,40,False,True
Map.txt,50,1,49,TeamThanh,41,True,True,TeamKhoi,43,False,True
Map.txt,50,2,49,TeamThanh,41,True,True,TeamKhoi,43,False,True
Map.txt,50,3,48,TeamThanh,34,False,True,TeamKhoi,56,False,True
Map.txt,50,4,48,TeamThanh,34,False,True,TeamKhoi,56,False,True
Map10.txt,50,0,49,TeamThanh,51,False,True,TeamKhoi,40,False,True
Map10.txt,50,1,49,TeamThanh,51,False,True,TeamKhoi,40,False,True
Map10.txt,50,2,49,TeamThanh,49,False,True,TeamKhoi,38,True,True
Map10.txt,50,3,49,TeamThanh,51,False,True,TeamKhoi,40,False,True
Map10.txt,50,4,49,TeamThanh,51,False,True,TeamKhoi,40,False,True
Map15.txt,50,0,49,TeamThanh,50,True,True,TeamKhoi,42,False,True
Map15.txt,50,1,49,TeamThanh,51,True,True,TeamKhoi,37,False,True
Map15.txt,50,2,49,TeamThanh,50,True,True,TeamKhoi,38,False,True
Map15.txt,50,3,49,TeamThanh,50,True,True,TeamKhoi,42,False,True
Map15.txt,50,4,49,TeamThanh,52,True,True,TeamKhoi,37,False,True
Map2.txt,50,0,49,TeamThanh,48,False,True,TeamKhoi,46,False,True
Map2.txt,50,1,29,TeamThanh,17,False,True,TeamKhoi,38,False,True
Map2.txt,50,2,49,TeamThanh,47,False,True,TeamKhoi,46,False,True
Map2.txt,50,3,29,TeamThanh,17,False,True,TeamKhoi,38,False,True
Map2.txt,50,4,29,TeamThanh,17,False,True,TeamKhoi,38,False,True
Map21.txt,50,0,23,TeamThanh,43,False,True,TeamKhoi,5,False,True
Map21.txt,50,1,23,TeamThanh,43,False,True,TeamKhoi,5,False,True
Map21.txt,50,2,23,TeamThanh,43,False,True,TeamKhoi,5,False,True
Map21.txt,50,3,23,TeamThanh,43,False,True,TeamKhoi,5,False,True
Map21.txt,50,4,23,TeamThanh,43,False,True,TeamKhoi,5,False,True
Map23.txt,50,0,49,TeamThanh,48,True,True,TeamKhoi,47,False,True
Map23.txt,50,1,49,TeamThanh,55,True,True,TeamKhoi,41,True,True
Map23.txt,50,2,49,TeamThanh,48,True,True,TeamKhoi,48,False,True
Map23.txt,50,3,49,TeamThanh,44,True,True,TeamKhoi,47,False,True
Map23.txt,50,4,49,TeamThanh,44,True,True,TeamKhoi,47,False,True
Map26.txt,50,0,23,TeamThanh,58,False,True,TeamKhoi,7,False,True
Map26.txt,50,1,49,TeamThanh,51,False,True,TeamKhoi,49,False,True
Map26.txt,50,2,30,TeamThanh,58,False,True,TeamKhoi,34,False,True
Map26.txt,50,3,9,TeamThanh,21,False,False,TeamKhoi,4,False,False
Map26.txt,50,4,2,TeamThanh,3,False,False,TeamKhoi,1,False,False
Map27.txt,50,0,49,TeamThanh,45,True,True,TeamKhoi,57,False,True
Map27.txt,50,1,49,TeamThanh,53,True,True,TeamKhoi,53,False,True
Map27.txt,50,2,25,TeamThanh,27,True,True,TeamKhoi,48,False,True
Map27.txt,50,3,29,TeamThanh,32,False,True,TeamKhoi,53,False,True
Map27.txt,50,4,1,TeamThanh,0,False,False,TeamKhoi,0,False,False
Map28.txt,50,0,49,TeamThanh,42,True,True,TeamKhoi,52,False,True
Map28.txt,50,1,49,TeamThanh,38,True,True,TeamKhoi,52,False,True
Map28.txt,50,2,49,TeamThanh,41,True,True,TeamKhoi,51,False,True
Map28.txt,50,3,49,TeamThanh,43,False,True,TeamKhoi,52,False,True
Map28.txt,50,4,49,TeamThanh,40,True,True,TeamKhoi,52,False,True
Map3.txt,50,0,23,TeamThanh,45,True,True,TeamKhoi,17,False,True
Map3.txt,50,1,23,TeamThanh,45,True,True,TeamKhoi,17,False,True
Map3.txt,50,2,23,TeamThanh,41,True,True,TeamKhoi,20,False,True
Map3.txt,50,3,23,TeamThanh,45,True,True,TeamKhoi,17,False,True
Map3.txt,50,4,23,TeamThanh,44,True,True,TeamKhoi,19,False,True
Map31.txt,50,0,49,TeamThanh,47,True,True,TeamKhoi,44,False,True
Map31.txt,50,1,3,TeamThanh,6,False,False,TeamKhoi,2,False,False
Map31.txt,50,2,49,TeamThanh,51,False,True,TeamKhoi,44,False,True
Map31.txt,50,3,49,TeamThanh,47,True,True,TeamKhoi,44,False,True
Map31.txt,50,4,49,TeamThanh,51,False,True,TeamKhoi,44,False,True
Map4.txt,50,0,4,TeamThanh,6,False,False,TeamKhoi,6,False,False
Map4.txt,50,1,9,TeamThanh,15,False,False,TeamKhoi,12,False,False
Map4.txt,50,2,41,TeamThanh,45,True,True,TeamKhoi,23,False,True
Map4.txt,50,3,49,TeamThanh,48,True,True,TeamKhoi,37,False,True
Map4.txt,50,4,41,TeamThanh,45,True,True,TeamKhoi,23,False,True
Map5.txt,50,0,25,TeamThanh,20,True,True,TeamKhoi,42,True,True
Map5.txt,50,1,23,TeamThanh,19,True,True,TeamKhoi,40,True,True
Map5.txt,50,2,23,TeamThanh,14,True,True,TeamKhoi,36,True,True
Map5.txt,50,3,23,TeamThanh,19,True,True,TeamKhoi,40,True,True
Map5.txt,50,4,24,TeamThanh,21,True,True,TeamKhoi,42,True,True
Map6.txt,50,0,49,TeamThanh,43,True,True,TeamKhoi,43,False,True
Map6.txt,50,1,49,TeamThanh,43,True,True,TeamKhoi,44,False,True
Map6.txt,50,2,49,TeamThanh,42,True,True,TeamKhoi,44,False,True
Map6.txt,50,3,49,TeamThanh,44,True,True,TeamKhoi,43,False,True
Map6.txt,50,4,49,TeamThanh,41,True,True,TeamKhoi,45,False,True
Map7.txt,50,0,12,TeamThanh,15,False,False,TeamKhoi,13,False,False
Map7.txt,50,1,12,TeamThanh,15,False,False,TeamKhoi,13,False,False
Map7.txt,50,2,12,TeamThanh,15,False,False,TeamKhoi,13,False,False
Map7.txt,50,3,16,TeamThanh,19,False,False,TeamKhoi,19,False,False
Map7.txt,50,4,16,TeamThanh,19,False,False,TeamKhoi,19,False,False
Map8.txt,50,0,49,TeamThanh,42,True,True,TeamKhoi,37,False,True
Map8.txt,50,1,49,TeamThanh,42,True,True,TeamKhoi,37,False,True
Map8.txt,50,2,49,TeamThanh,39,True,True,TeamKhoi,36,False,True
Map8.txt,50,3,49,TeamThanh,38,True,True,TeamKhoi,40,False,True
Map8.txt,50,4,49,TeamThanh,39,True,True,TeamKhoi,36,False,True
Map9.txt,50,0,49,TeamThanh,41,True,True,TeamKhoi,34,False,True
Map9.txt,50,1,49,TeamThanh,39,True,True,TeamKhoi,41,False,True
Map9.txt,50,2,49,TeamThanh,38,True,True,TeamKhoi,41,False,True
Map9.txt,50,3,49,TeamThanh,42,True,True,TeamKhoi,35,False,True
Map9.txt,50,4,49,TeamThanh,41,True,True,TeamKhoi,34,False,True
